Transaction Date,Type,Order,Card Brand,Card Source,Payout Status,Payout Date,Available On,Amount,Fee,Net
2026-03-21 07:36:43,charge,#9296,visa,online,paid,2026-03-24,2026-03-24,28.95,0.68,28.27
2026-03-21 07:58:36,refund,#8972,master,online,paid,2026-03-24,2026-03-24,-29.00,0.00,-29.00
2026-03-21 08:09:49,refund,#8247,visa,google_pay,paid,2026-03-24,2026-03-24,-42.95,0.00,-42.95
2026-03-21 09:18:09,charge,#9300,visa,online,paid,2026-03-24,2026-03-24,85.95,1.54,84.41
2026-03-21 10:23:44,charge,#9306,visa,online,paid,2026-03-24,2026-03-24,70.95,1.31,69.64
2026-03-21 10:32:55,charge,#9307,visa,online,paid,2026-03-24,2026-03-24,178.00,2.92,175.08
2026-03-21 10:36:18,charge,#9308,master,google_pay,paid,2026-03-24,2026-03-24,28.95,0.68,28.27
2026-03-21 11:10:37,charge,#9311,visa,apple_pay,paid,2026-03-24,2026-03-24,398.40,6.23,392.17
2026-03-21 11:25:15,charge,#9313,visa,online,paid,2026-03-24,2026-03-24,35.55,0.78,34.77
2026-03-21 11:28:07,charge,#9314,master,apple_pay,paid,2026-03-24,2026-03-24,201.00,3.26,197.74
2026-03-21 11:40:01,charge,#9316,master,google_pay,paid,2026-03-24,2026-03-24,302.40,4.79,297.61
2026-03-21 12:07:40,charge,#9318,visa,apple_pay,paid,2026-03-24,2026-03-24,73.95,1.36,72.59
2026-03-21 12:11:43,charge,#9319,visa,apple_pay,paid,2026-03-24,2026-03-24,38.95,0.83,38.12
2026-03-21 12:12:07,refund,#7800,master,online,paid,2026-03-24,2026-03-24,-15.20,0.00,-15.20
2026-03-21 12:35:09,charge,#9322,master,online,paid,2026-03-24,2026-03-24,90.40,1.61,88.79
2026-03-21 12:58:19,charge,#9325,master,google_pay,paid,2026-03-24,2026-03-24,118.00,2.02,115.98
2026-03-21 13:12:29,charge,#9328,visa,online,paid,2026-03-24,2026-03-24,92.70,1.64,91.06
2026-03-21 13:21:28,charge,#9329,master,online,paid,2026-03-24,2026-03-24,264.60,4.22,260.38
2026-03-21 13:37:16,charge,#9333,visa,online,paid,2026-03-24,2026-03-24,556.00,8.59,547.41
2026-03-21 13:41:41,charge,#9334,master,online,paid,2026-03-24,2026-03-24,187.20,3.06,184.14
2026-03-21 14:01:52,charge,#9337,master,online,paid,2026-03-24,2026-03-24,23.95,0.61,23.34
2026-03-21 14:09:27,charge,#9338,visa,online,paid,2026-03-24,2026-03-24,24.15,0.61,23.54
2026-03-21 14:12:16,charge,#9339,visa,online,paid,2026-03-24,2026-03-24,68.95,1.28,67.67
2026-03-21 14:20:58,charge,#9340,american_express,apple_pay,paid,2026-03-24,2026-03-24,49.95,1.70,48.25
2026-03-21 14:31:09,charge,#9342,visa,online,paid,2026-03-24,2026-03-24,56.25,1.09,55.16
2026-03-21 14:31:31,charge,#9343,visa,online,paid,2026-03-24,2026-03-24,189.00,3.08,185.92
2026-03-21 14:42:43,charge,#9346,master,online,paid,2026-03-24,2026-03-24,33.95,0.76,33.19
2026-03-21 14:53:03,charge,#9347,master,online,paid,2026-03-24,2026-03-24,255.95,4.09,251.86
2026-03-21 15:09:58,charge,#9348,visa,online,paid,2026-03-24,2026-03-24,43.55,0.90,42.65
2026-03-21 15:26:43,charge,#9350,visa,apple_pay,paid,2026-03-24,2026-03-24,89.10,1.59,87.51
2026-03-21 16:13:37,charge,#9352,visa,online,paid,2026-03-24,2026-03-24,228.00,3.67,224.33
2026-03-21 16:19:13,charge,#9353,american_express,online,paid,2026-03-24,2026-03-24,306.00,9.12,296.88
2026-03-21 16:57:10,refund,#8689,visa,online,paid,2026-03-24,2026-03-24,-64.26,0.00,-64.26
2026-03-21 17:44:57,charge,#9357,visa,online,paid,2026-03-24,2026-03-24,31.95,0.73,31.22
2026-03-21 18:33:29,charge,#9362,master,apple_pay,paid,2026-03-24,2026-03-24,261.95,4.18,257.77
2026-03-21 18:43:55,charge,#9363,master,online,paid,2026-03-24,2026-03-24,73.95,1.36,72.59
2026-03-21 18:47:47,charge,#9365,visa,online,paid,2026-03-24,2026-03-24,104.00,1.81,102.19
2026-03-21 18:48:07,charge,#9364,master,online,paid,2026-03-24,2026-03-24,61.95,1.18,60.77
2026-03-21 18:50:14,charge,#9366,american_express,online,paid,2026-03-24,2026-03-24,33.95,1.23,32.72
2026-03-21 19:14:23,charge,#9373,master,online,paid,2026-03-24,2026-03-24,199.20,3.24,195.96
2026-03-21 19:23:28,charge,#9376,visa,online,paid,2026-03-24,2026-03-24,326.70,5.15,321.55
2026-03-21 19:31:16,charge,#9378,master,online,paid,2026-03-24,2026-03-24,42.95,0.89,42.06
2026-03-21 19:49:44,charge,#9380,visa,online,paid,2026-03-24,2026-03-24,134.40,2.27,132.13
2026-03-21 19:51:34,charge,#9381,master,online,paid,2026-03-24,2026-03-24,95.20,1.68,93.52
2026-03-21 20:21:52,charge,#9384,american_express,online,paid,2026-03-24,2026-03-24,99.00,3.12,95.88
2026-03-21 20:25:43,charge,#9386,visa,online,paid,2026-03-24,2026-03-24,190.95,3.11,187.84
2026-03-21 20:40:52,charge,#9388,master,online,paid,2026-03-24,2026-03-24,249.00,3.98,245.02
2026-03-21 20:50:47,charge,#9390,visa,online,paid,2026-03-24,2026-03-24,107.00,1.86,105.14
2026-03-21 20:54:58,charge,#9392,visa,online,paid,2026-03-24,2026-03-24,40.95,0.86,40.09
2026-03-21 21:12:04,charge,#9394,visa,google_pay,paid,2026-03-24,2026-03-24,397.00,6.20,390.80
2026-03-21 21:21:40,charge,#9395,visa,online,paid,2026-03-24,2026-03-24,259.00,4.14,254.86
2026-03-21 21:53:28,charge,#9398,master,online,paid,2026-03-24,2026-03-24,29.95,0.70,29.25
2026-03-21 21:55:20,charge,#9399,master,online,paid,2026-03-24,2026-03-24,495.35,7.68,487.67
2026-03-21 22:02:41,charge,#9401,master,google_pay,paid,2026-03-24,2026-03-24,116.00,1.99,114.01
2026-03-21 22:15:22,charge,#9402,master,online,paid,2026-03-24,2026-03-24,241.00,3.86,237.14
2026-03-21 22:26:59,charge,#9403,visa,online,paid,2026-03-24,2026-03-24,340.20,5.35,334.85
2026-03-21 22:48:51,charge,#9405,visa,online,paid,2026-03-24,2026-03-24,49.95,1.00,48.95
2026-03-21 23:04:59,refund,#7966,american_express,apple_pay,paid,2026-03-24,2026-03-24,-199.20,0.00,-199.20
2026-03-21 23:47:01,refund,#7027,master,online,paid,2026-03-24,2026-03-24,-86.00,0.00,-86.00
2026-03-22 00:29:15,charge,#9408,master,apple_pay,paid,2026-03-24,2026-03-24,38.95,0.83,38.12
2026-03-22 02:19:52,charge,#9409,visa,online,paid,2026-03-24,2026-03-24,27.00,0.66,26.34
2026-03-22 04:01:21,refund,#9079,master,apple_pay,paid,2026-03-24,2026-03-24,-5.28,0.00,-5.28
2026-03-22 05:27:31,charge,#9411,master,online,paid,2026-03-24,2026-03-24,82.40,1.49,80.91
2026-03-22 07:33:36,charge,#9412,visa,online,paid,2026-03-24,2026-03-24,261.95,4.18,257.77
2026-03-22 08:49:34,charge,#9414,visa,online,paid,2026-03-24,2026-03-24,26.55,0.65,25.90
2026-03-22 08:50:00,charge,#9415,visa,online,paid,2026-03-24,2026-03-24,151.20,2.52,148.68
2026-03-22 09:00:51,charge,#9416,visa,online,paid,2026-03-24,2026-03-24,68.95,1.28,67.67
2026-03-22 09:36:05,charge,#9419,master,online,paid,2026-03-24,2026-03-24,31.95,0.73,31.22
2026-03-22 09:51:56,charge,#9420,master,online,paid,2026-03-24,2026-03-24,119.00,2.04,116.96
2026-03-22 10:50:07,charge,#9425,master,online,paid,2026-03-24,2026-03-24,126.40,2.15,124.25
2026-03-22 10:55:39,charge,#9426,master,online,paid,2026-03-24,2026-03-24,33.95,0.76,33.19
2026-03-22 11:00:31,charge,#9428,master,google_pay,paid,2026-03-24,2026-03-24,190.95,3.11,187.84
2026-03-22 11:03:43,charge,#9429,master,online,paid,2026-03-24,2026-03-24,329.00,5.18,323.82
2026-03-22 11:07:38,charge,#9430,master,online,paid,2026-03-24,2026-03-24,170.95,2.81,168.14
2026-03-22 11:41:14,charge,#9432,visa,online,paid,2026-03-24,2026-03-24,757.00,11.60,745.40
2026-03-22 12:01:25,charge,#9436,master,online,paid,2026-03-24,2026-03-24,151.20,2.52,148.68
2026-03-22 12:19:29,charge,#9438,visa,apple_pay,paid,2026-03-24,2026-03-24,42.95,0.89,42.06
2026-03-22 12:58:17,charge,#9442,american_express,google_pay,paid,2026-03-24,2026-03-24,567.00,16.69,550.31
2026-03-22 13:19:13,charge,#9445,visa,apple_pay,paid,2026-03-24,2026-03-24,76.15,1.39,74.76
2026-03-22 13:20:52,refund,#8160,master,online,paid,2026-03-24,2026-03-24,-295.20,0.00,-295.20
2026-03-22 13:47:09,charge,#9446,american_express,online,paid,2026-03-24,2026-03-24,33.95,1.23,32.72
2026-03-22 14:04:01,charge,#9451,master,online,paid,2026-03-24,2026-03-24,81.95,1.48,80.47
2026-03-22 14:11:07,charge,#9452,master,online,paid,2026-03-24,2026-03-24,60.15,1.15,59.00
2026-03-22 15:02:17,charge,#9455,visa,online,paid,2026-03-24,2026-03-24,75.05,1.38,73.67
2026-03-22 15:03:39,charge,#9456,visa,online,paid,2026-03-24,2026-03-24,191.00,3.12,187.88
2026-03-22 15:08:40,charge,#9457,master,online,paid,2026-03-24,2026-03-24,73.95,1.36,72.59
2026-03-22 15:30:08,charge,#9461,visa,apple_pay,paid,2026-03-24,2026-03-24,189.00,3.08,185.92
2026-03-22 15:51:55,charge,#9462,master,online,paid,2026-03-24,2026-03-24,531.00,8.22,522.78
2026-03-22 15:53:49,charge,#9463,master,online,paid,2026-03-24,2026-03-24,528.00,8.17,519.83
2026-03-22 15:56:01,charge,#9464,visa,online,paid,2026-03-24,2026-03-24,230.40,3.71,226.69
2026-03-22 16:23:02,charge,#9465,visa,online,paid,2026-03-24,2026-03-24,99.00,1.74,97.26
2026-03-22 16:29:17,charge,#9466,master,online,paid,2026-03-24,2026-03-24,33.95,0.76,33.19
2026-03-22 17:07:22,charge,#9468,master,online,paid,2026-03-24,2026-03-24,134.40,2.27,132.13
2026-03-22 17:07:40,charge,#9469,visa,google_pay,paid,2026-03-24,2026-03-24,102.40,1.79,100.61
2026-03-22 17:30:47,charge,#9470,american_express,online,paid,2026-03-24,2026-03-24,60.15,1.99,58.16
2026-03-22 17:46:00,charge,#9472,master,apple_pay,paid,2026-03-24,2026-03-24,90.40,1.61,88.79
2026-03-22 17:54:13,charge,#9473,visa,google_pay,paid,2026-03-24,2026-03-24,33.95,0.76,33.19
2026-03-22 18:06:28,charge,#9474,master,google_pay,paid,2026-03-24,2026-03-24,24.95,0.62,24.33
2026-03-22 18:16:26,charge,#9477,visa,online,paid,2026-03-24,2026-03-24,158.00,2.62,155.38
2026-03-22 18:32:53,charge,#9479,visa,apple_pay,paid,2026-03-24,2026-03-24,33.95,0.76,33.19
2026-03-22 18:54:10,charge,#9481,visa,google_pay,paid,2026-03-24,2026-03-24,188.00,3.07,184.93
2026-03-22 18:58:06,charge,#9482,visa,online,paid,2026-03-24,2026-03-24,127.95,2.17,125.78
2026-03-22 19:08:02,charge,#9483,visa,apple_pay,paid,2026-03-24,2026-03-24,76.95,1.40,75.55
2026-03-22 19:24:12,charge,#9486,master,online,paid,2026-03-24,2026-03-24,64.15,1.21,62.94
2026-03-22 20:08:34,charge,#9491,master,online,paid,2026-03-24,2026-03-24,452.00,7.03,444.97
2026-03-22 20:14:46,charge,#9492,master,online,paid,2026-03-24,2026-03-24,119.00,2.04,116.96
2026-03-22 20:21:23,charge,#9493,master,google_pay,paid,2026-03-24,2026-03-24,119.00,2.04,116.96
2026-03-22 21:03:39,charge,#9499,master,online,paid,2026-03-24,2026-03-24,119.00,2.04,116.96
2026-03-22 21:19:58,charge,#9500,visa,google_pay,paid,2026-03-24,2026-03-24,203.00,3.30,199.70
2026-03-22 21:49:29,charge,#9502,visa,online,paid,2026-03-24,2026-03-24,99.00,1.74,97.26
2026-03-22 21:50:10,charge,#9503,master,online,paid,2026-03-24,2026-03-24,76.00,1.39,74.61
2026-03-22 22:10:49,refund,#7410,master,online,paid,2026-03-24,2026-03-24,-125.10,0.00,-125.10
2026-03-22 22:13:17,charge,#9505,visa,online,paid,2026-03-24,2026-03-24,40.95,0.86,40.09
2026-03-22 22:13:32,refund,#7411,master,online,paid,2026-03-24,2026-03-24,-61.95,0.00,-61.95
2026-03-22 22:30:22,refund,#7406,visa,online,paid,2026-03-24,2026-03-24,-131.95,0.00,-131.95
2026-03-22 23:07:42,charge,#9510,visa,google_pay,paid,2026-03-24,2026-03-24,76.15,1.39,74.76
2026-03-22 23:08:54,refund,#8202,visa,apple_pay,paid,2026-03-24,2026-03-24,-23.95,0.00,-23.95
2026-03-22 23:10:02,charge,#9511,visa,online,paid,2026-03-24,2026-03-24,407.00,6.36,400.64
2026-03-22 23:26:43,charge,#9513,visa,online,paid,2026-03-24,2026-03-24,529.60,8.19,521.41
2026-03-22 23:50:11,charge,#9514,master,online,paid,2026-03-24,2026-03-24,169.20,2.79,166.41
2026-03-23 00:16:48,chargeback,#7795,american_express,apple_pay,paid,2026-03-25,2026-03-25,-154.00,15.00,-169.00
2026-03-23 01:14:38,refund,#9146,visa,apple_pay,paid,2026-03-25,2026-03-25,-523.25,0.00,-523.25
2026-03-23 01:32:48,refund,#7549,master,apple_pay,paid,2026-03-25,2026-03-25,-38.95,0.00,-38.95
2026-03-23 07:52:04,charge,#9522,master,online,paid,2026-03-25,2026-03-25,34.00,0.76,33.24
2026-03-23 08:08:27,charge,#9523,visa,online,paid,2026-03-25,2026-03-25,145.00,2.42,142.58
2026-03-23 09:02:02,charge,#9526,visa,online,paid,2026-03-25,2026-03-25,32.15,0.73,31.42
2026-03-23 09:27:51,charge,#9527,master,online,paid,2026-03-25,2026-03-25,182.00,2.98,179.02
2026-03-23 09:34:26,charge,#9528,visa,google_pay,paid,2026-03-25,2026-03-25,643.00,9.90,633.10
2026-03-23 09:44:11,charge,#9530,master,online,paid,2026-03-25,2026-03-25,495.00,7.68,487.32
2026-03-23 10:24:58,charge,#9532,visa,online,paid,2026-03-25,2026-03-25,158.00,2.62,155.38
2026-03-23 11:14:17,charge,#9533,visa,online,paid,2026-03-25,2026-03-25,81.00,1.46,79.54
2026-03-23 11:43:40,charge,#9537,visa,online,paid,2026-03-25,2026-03-25,57.15,1.11,56.04
2026-03-23 12:32:04,refund,#7985,visa,online,paid,2026-03-25,2026-03-25,-63.95,0.00,-63.95
2026-03-23 12:42:06,charge,#9542,master,online,paid,2026-03-25,2026-03-25,358.00,5.62,352.38
2026-03-23 13:13:44,charge,#9544,visa,online,paid,2026-03-25,2026-03-25,89.00,1.58,87.42
2026-03-23 13:21:27,charge,#9545,visa,apple_pay,paid,2026-03-25,2026-03-25,31.95,0.73,31.22
2026-03-23 14:08:16,charge,#9548,master,online,paid,2026-03-25,2026-03-25,45.45,0.93,44.52
2026-03-23 14:43:11,charge,#9550,visa,apple_pay,paid,2026-03-25,2026-03-25,33.95,0.76,33.19
2026-03-23 14:52:13,charge,#9551,master,google_pay,paid,2026-03-25,2026-03-25,121.00,2.06,118.94
2026-03-23 15:27:28,refund,#7200,visa,apple_pay,paid,2026-03-25,2026-03-25,-274.00,0.00,-274.00
2026-03-23 15:46:07,charge,#9555,visa,apple_pay,paid,2026-03-25,2026-03-25,139.00,2.34,136.66
2026-03-23 16:32:15,charge,#9561,visa,apple_pay,paid,2026-03-25,2026-03-25,498.00,7.72,490.28
2026-03-23 16:33:26,charge,#9562,visa,online,paid,2026-03-25,2026-03-25,79.20,1.44,77.76
2026-03-23 16:34:09,charge,#9563,visa,online,paid,2026-03-25,2026-03-25,99.00,1.74,97.26
2026-03-23 17:17:15,charge,#9566,visa,apple_pay,paid,2026-03-25,2026-03-25,251.35,4.02,247.33
2026-03-23 18:21:30,charge,#9570,master,online,paid,2026-03-25,2026-03-25,405.00,6.32,398.68
2026-03-23 18:23:02,charge,#9571,visa,online,paid,2026-03-25,2026-03-25,101.95,1.78,100.17
2026-03-23 18:29:06,charge,#9572,master,online,paid,2026-03-25,2026-03-25,200.95,3.26,197.69
2026-03-23 19:03:45,charge,#9575,visa,online,paid,2026-03-25,2026-03-25,49.95,1.00,48.95
2026-03-23 19:08:11,charge,#9577,visa,apple_pay,paid,2026-03-25,2026-03-25,95.00,1.68,93.32
2026-03-23 19:11:01,charge,#9579,visa,online,paid,2026-03-25,2026-03-25,694.00,10.66,683.34
2026-03-23 19:23:33,charge,#9580,american_express,online,paid,2026-03-25,2026-03-25,109.00,3.41,105.59
2026-03-23 19:26:43,charge,#9581,visa,google_pay,paid,2026-03-25,2026-03-25,746.95,11.45,735.50
2026-03-23 19:33:38,charge,#9582,visa,online,paid,2026-03-25,2026-03-25,356.00,5.59,350.41
2026-03-23 19:37:01,charge,#9583,master,google_pay,paid,2026-03-25,2026-03-25,125.00,2.12,122.88
2026-03-23 19:40:18,charge,#9584,master,online,paid,2026-03-25,2026-03-25,99.00,1.74,97.26
2026-03-23 19:44:56,charge,#9587,visa,apple_pay,paid,2026-03-25,2026-03-25,411.00,6.42,404.58
2026-03-23 20:02:02,charge,#9590,master,apple_pay,paid,2026-03-25,2026-03-25,219.35,3.54,215.81
2026-03-23 20:20:20,charge,#9593,visa,apple_pay,paid,2026-03-25,2026-03-25,24.95,0.62,24.33
2026-03-23 20:20:36,charge,#9594,master,online,paid,2026-03-25,2026-03-25,189.00,3.08,185.92
2026-03-23 20:34:06,charge,#9595,visa,online,paid,2026-03-25,2026-03-25,99.00,1.74,97.26
2026-03-23 20:40:21,charge,#9596,master,online,paid,2026-03-25,2026-03-25,578.00,8.92,569.08
2026-03-23 20:45:09,charge,#9598,master,online,paid,2026-03-25,2026-03-25,52.95,1.04,51.91
2026-03-23 21:06:03,charge,#9600,master,online,paid,2026-03-25,2026-03-25,113.00,1.94,111.06
2026-03-23 21:15:27,charge,#9602,visa,online,paid,2026-03-25,2026-03-25,192.00,3.13,188.87
2026-03-23 22:47:49,charge,#9608,visa,online,paid,2026-03-25,2026-03-25,38.95,0.83,38.12
2026-03-24 01:57:22,refund,#8596,master,online,paid,2026-03-26,2026-03-26,-348.00,0.00,-348.00
2026-03-24 02:42:37,charge,#9612,master,online,paid,2026-03-26,2026-03-26,249.00,3.98,245.02
2026-03-24 02:53:41,charge,#9613,master,online,paid,2026-03-26,2026-03-26,286.00,4.54,281.46
2026-03-24 04:22:51,charge,#9615,visa,online,paid,2026-03-26,2026-03-26,189.00,3.08,185.92
2026-03-24 05:25:57,refund,#8482,master,apple_pay,paid,2026-03-26,2026-03-26,-49.50,0.00,-49.50
2026-03-24 05:33:56,refund,#8729,master,google_pay,paid,2026-03-26,2026-03-26,-566.00,0.00,-566.00
2026-03-24 07:10:26,charge,#9619,master,online,paid,2026-03-26,2026-03-26,39.95,0.85,39.10
2026-03-24 07:13:01,charge,#9620,visa,online,paid,2026-03-26,2026-03-26,75.00,1.38,73.62
2026-03-24 09:45:34,charge,#9627,master,apple_pay,paid,2026-03-26,2026-03-26,79.20,1.44,77.76
2026-03-24 10:40:37,charge,#9632,master,online,paid,2026-03-26,2026-03-26,73.95,1.36,72.59
2026-03-24 11:30:26,charge,#9636,visa,online,paid,2026-03-26,2026-03-26,339.00,5.34,333.66
2026-03-24 11:33:23,charge,#9637,visa,apple_pay,paid,2026-03-26,2026-03-26,238.50,3.83,234.67
2026-03-24 11:42:06,charge,#9640,visa,online,paid,2026-03-26,2026-03-26,109.00,1.88,107.12
2026-03-24 11:50:54,charge,#9641,visa,online,paid,2026-03-26,2026-03-26,48.15,0.97,47.18
2026-03-24 12:00:20,charge,#9642,master,online,paid,2026-03-26,2026-03-26,321.00,5.06,315.94
2026-03-24 13:43:56,charge,#9645,master,apple_pay,paid,2026-03-26,2026-03-26,99.00,1.74,97.26
2026-03-24 14:03:20,charge,#9647,visa,google_pay,paid,2026-03-26,2026-03-26,19.00,0.54,18.46
2026-03-24 14:27:20,charge,#9649,master,online,paid,2026-03-26,2026-03-26,336.00,5.29,330.71
2026-03-24 14:44:32,charge,#9651,master,apple_pay,paid,2026-03-26,2026-03-26,173.00,2.84,170.16
2026-03-24 14:47:08,charge,#9652,visa,apple_pay,paid,2026-03-26,2026-03-26,73.95,1.36,72.59
2026-03-24 14:53:13,charge,#9653,visa,online,paid,2026-03-26,2026-03-26,84.15,1.51,82.64
2026-03-24 15:02:09,charge,#9654,visa,online,paid,2026-03-26,2026-03-26,35.35,0.78,34.57
2026-03-24 15:47:58,charge,#9655,master,online,paid,2026-03-26,2026-03-26,249.00,3.98,245.02
2026-03-24 15:50:51,charge,#9656,american_express,apple_pay,paid,2026-03-26,2026-03-26,58.95,1.96,56.99
2026-03-24 15:51:55,charge,#9657,visa,online,paid,2026-03-26,2026-03-26,199.20,3.24,195.96
2026-03-24 15:54:00,charge,#9658,visa,apple_pay,paid,2026-03-26,2026-03-26,20.15,0.55,19.60
2026-03-24 16:06:26,charge,#9659,master,online,paid,2026-03-26,2026-03-26,246.00,3.94,242.06
2026-03-24 16:35:32,charge,#9660,master,online,paid,2026-03-26,2026-03-26,267.00,4.26,262.74
2026-03-24 16:48:08,charge,#9661,visa,online,paid,2026-03-26,2026-03-26,336.00,5.29,330.71
2026-03-24 16:57:46,charge,#9663,master,online,paid,2026-03-26,2026-03-26,205.00,3.32,201.68
2026-03-24 17:04:00,charge,#9664,master,online,paid,2026-03-26,2026-03-26,207.00,3.36,203.64
2026-03-24 17:21:49,charge,#9667,master,online,paid,2026-03-26,2026-03-26,50.95,1.01,49.94
2026-03-24 17:51:12,charge,#9668,visa,apple_pay,paid,2026-03-26,2026-03-26,164.00,2.71,161.29
2026-03-24 18:00:11,charge,#9670,master,apple_pay,paid,2026-03-26,2026-03-26,28.95,0.68,28.27
2026-03-24 18:01:46,charge,#9671,master,online,paid,2026-03-26,2026-03-26,144.00,2.41,141.59
2026-03-24 19:00:15,charge,#9674,visa,online,paid,2026-03-26,2026-03-26,38.95,0.83,38.12
2026-03-24 19:05:21,refund,#8275,visa,online,paid,2026-03-26,2026-03-26,-68.95,0.00,-68.95
2026-03-24 19:23:35,charge,#9676,visa,online,paid,2026-03-26,2026-03-26,28.95,0.68,28.27
2026-03-24 19:42:52,charge,#9678,visa,online,paid,2026-03-26,2026-03-26,242.00,3.88,238.12
2026-03-24 20:47:05,charge,#9685,master,online,paid,2026-03-26,2026-03-26,348.00,5.47,342.53
2026-03-24 21:08:17,charge,#9688,visa,online,paid,2026-03-26,2026-03-26,38.95,0.83,38.12
2026-03-24 21:32:49,charge,#9690,master,apple_pay,paid,2026-03-26,2026-03-26,118.00,2.02,115.98
2026-03-24 21:35:55,refund,#7331,visa,online,paid,2026-03-26,2026-03-26,-52.95,0.00,-52.95
2026-03-24 22:42:53,refund,#8968,visa,online,paid,2026-03-26,2026-03-26,-76.95,0.00,-76.95
2026-03-24 22:51:57,charge,#9695,american_express,online,paid,2026-03-26,2026-03-26,79.20,2.55,76.65
2026-03-24 22:54:02,charge,#9696,visa,online,paid,2026-03-26,2026-03-26,38.95,0.83,38.12
2026-03-24 23:15:23,refund,#8856,visa,online,paid,2026-03-26,2026-03-26,-351.00,0.00,-351.00
2026-03-25 00:25:25,charge,#9698,master,google_pay,paid,2026-03-27,2026-03-27,89.00,1.58,87.42
2026-03-25 00:32:48,charge,#9699,visa,online,paid,2026-03-27,2026-03-27,452.00,7.03,444.97
2026-03-25 00:42:10,charge,#9700,visa,google_pay,paid,2026-03-27,2026-03-27,230.00,3.70,226.30
2026-03-25 01:54:09,charge,#9703,master,apple_pay,paid,2026-03-27,2026-03-27,167.00,2.76,164.24
2026-03-25 04:49:51,charge,#9705,visa,google_pay,paid,2026-03-27,2026-03-27,185.00,3.02,181.98
2026-03-25 05:30:33,charge,#9706,visa,apple_pay,paid,2026-03-27,2026-03-27,81.95,1.48,80.47
2026-03-25 06:23:29,charge,#9707,master,online,paid,2026-03-27,2026-03-27,324.00,5.11,318.89
2026-03-25 06:29:25,refund,#8234,master,online,paid,2026-03-27,2026-03-27,-29.44,0.00,-29.44
2026-03-25 08:46:42,charge,#9709,master,apple_pay,paid,2026-03-27,2026-03-27,23.95,0.61,23.34
2026-03-25 09:04:39,charge,#9710,master,google_pay,paid,2026-03-27,2026-03-27,111.95,1.93,110.02
2026-03-25 09:21:01,charge,#9711,visa,google_pay,paid,2026-03-27,2026-03-27,28.15,0.67,27.48
2026-03-25 09:27:25,charge,#9712,master,apple_pay,paid,2026-03-27,2026-03-27,234.00,3.76,230.24
2026-03-25 09:45:15,charge,#9713,american_express,online,paid,2026-03-27,2026-03-27,189.00,5.73,183.27
2026-03-25 09:49:54,charge,#9714,visa,google_pay,paid,2026-03-27,2026-03-27,297.00,4.70,292.30
2026-03-25 10:03:35,charge,#9716,master,online,paid,2026-03-27,2026-03-27,125.00,2.12,122.88
2026-03-25 10:16:59,charge,#9717,master,online,paid,2026-03-27,2026-03-27,23.95,0.61,23.34
2026-03-25 10:21:15,charge,#9719,american_express,online,paid,2026-03-27,2026-03-27,73.95,2.39,71.56
2026-03-25 10:26:43,charge,#9721,visa,apple_pay,paid,2026-03-27,2026-03-27,261.95,4.18,257.77
2026-03-25 10:51:28,charge,#9723,visa,online,paid,2026-03-27,2026-03-27,146.00,2.44,143.56
2026-03-25 11:12:15,refund,#8338,visa,apple_pay,paid,2026-03-27,2026-03-27,-78.12,0.00,-78.12
2026-03-25 11:33:24,charge,#9728,visa,online,paid,2026-03-27,2026-03-27,291.95,4.63,287.32
2026-03-25 12:05:18,charge,#9730,visa,online,paid,2026-03-27,2026-03-27,230.95,3.71,227.24
2026-03-25 12:06:23,charge,#9731,visa,apple_pay,paid,2026-03-27,2026-03-27,283.00,4.50,278.50
2026-03-25 12:18:52,charge,#9733,visa,online,paid,2026-03-27,2026-03-27,194.95,3.17,191.78
2026-03-25 12:18:53,charge,#9732,master,online,paid,2026-03-27,2026-03-27,138.00,2.32,135.68
2026-03-25 12:58:38,charge,#9735,visa,online,paid,2026-03-27,2026-03-27,280.80,4.46,276.34
2026-03-25 13:44:16,charge,#9738,visa,online,paid,2026-03-27,2026-03-27,391.50,6.12,385.38
2026-03-25 14:03:38,charge,#9740,master,apple_pay,paid,2026-03-27,2026-03-27,249.00,3.98,245.02
2026-03-25 14:08:23,refund,#7650,visa,online,paid,2026-03-27,2026-03-27,-33.95,0.00,-33.95
2026-03-25 14:49:29,charge,#9742,master,online,paid,2026-03-27,2026-03-27,157.00,2.60,154.40
2026-03-25 15:19:00,charge,#10662,visa,online,paid,2026-03-27,2026-03-27,129.00,2.18,126.82
2026-03-25 15:55:20,charge,#9752,visa,apple_pay,paid,2026-03-27,2026-03-27,119.00,2.04,116.96
2026-03-25 16:27:11,charge,#9755,visa,online,paid,2026-03-27,2026-03-27,362.55,5.69,356.86
2026-03-25 17:11:44,charge,#9763,visa,online,paid,2026-03-27,2026-03-27,357.00,5.60,351.40
2026-03-25 18:42:15,charge,#9768,visa,online,paid,2026-03-27,2026-03-27,567.95,8.77,559.18
2026-03-25 18:43:06,charge,#9769,visa,online,paid,2026-03-27,2026-03-27,60.15,1.15,59.00
2026-03-25 18:46:40,charge,#9770,master,online,paid,2026-03-27,2026-03-27,189.00,3.08,185.92
2026-03-25 18:54:55,charge,#9771,visa,google_pay,paid,2026-03-27,2026-03-27,178.00,2.92,175.08
2026-03-25 18:55:22,charge,#9772,visa,online,paid,2026-03-27,2026-03-27,50.55,1.01,49.54
2026-03-25 19:10:49,charge,#9773,visa,apple_pay,paid,2026-03-27,2026-03-27,509.95,7.90,502.05
